LIBAUD,FOURNISSEUR
NEG00380,3009509
NEG00383,3091509
NEG00384,3091512
NEG00385,3091511
NEG00386,3091510
NEG00387,3026085
NEG00388," BOAAF100"
NEG00389,BOU40PRE
NEG00390,162618
NEG00391,BER803
NEG00392,BOAAF45
NEG00393,BER802
NEG00394,BOAAF80
NEG00395,4006018
NEG00396,9009.B25
NEG00397,20051555
NEG00398,11000042
NEG00399,8524110X50
NEG00400,6210116X100 + 646011
NEG00402,2023116X50
NEG00403,6210116X60 + 6460116
NEG00404,2023116X60
NEG00405,6210116X70 + 6460116
NEG00406,8201615070
NEG00408,BFZ-1680
NEG00409,6210116X80 + 6460116
NEG00410,8201615080
NEG00411,6210118X80 + 6460118
NEG00412,2023118X80
NEG00413,6210120X100+6460120
NEG00414,8202015100
NEG00415,2023120X110
NEG00416,6210120X110 + 646012
NEG00417,2023120X120
NEG00418,2023120X140
NEG00419,6210120X80 + 6460120
NEG00420,8202015080
NEG00421,6210120X90 + 6460120
NEG00422,2023120X90
NEG00424,2023124X100
NEG00425,6210124X100 + 646012
NEG00426,2023124X120
NEG00427,JXM20NN77D
GEN00005,GEN00005
NEG00737,132715
NEG00738,441617
NEG00739,RALCAM3323
NEG00742,PREM2T858
NEG00743,PREM4T858
FAB00302,FAB00302
FAB00303,FAB00303
FAB00304,FAB00304
FAB00305,FAB00305
FAB00306,FAB00306
FAB00307,FAB00307
FAB00308,FAB00308
FAB00309,FAB00309
FAB00310,FAB00310
FAB00311,FAB00311
FAB00312,FAB00312
FAB00313,FAB00313
CMP00341,AP025085Z
CMP00342,AP025120Z
CMP00343,AP025170Z
NEG00744,162052
NEG00745,1622044
NEG00746,162047
NEG00747,0810061000
NEG00748,0806561000
NEG00749,330011
NEG00753,6312857
NEG00754,562204
NEG00755,564401
NEG00756,EA1003
NEG00757,EA1004
NEG00758,982329
NEG00763,EP100100F
NEG00764,EP060F
FAB00330,FAB00330
FAB00331,FAB00331
NEG00765,K1CAF
NEG00766,CTK1C
FAB00332,FAB00332
NEG00768,K2CAF
NEG00769,CTK2C
FAB00333,FAB00333
FAB00334,FAB00334
NEG00770,110030
NEG00772,K3CAF
NEG00773,CTK3C
NEG00774,K3CSF
NEG00775,CTL0T
FAB00335,FAB00335
NEG00776,110021
NEG00777,CTRL0T
FAB00336,FAB00336
NEG00778,L1CAF
FAB00337,FAB00337
NEG00779,110032
NEG00780,CTL1T
FAB00338,FAB00338
NEG00781,CH-L1T
NEG00782,110022
NEG00783,L1TSF
NEG00784,CTRL1T
FAB00339,FAB00339
NEG00785,L2CAF
NEG00786,CTL2C
FAB00340,FAB00340
NEG00788,ctl2t
FAB00341,FAB00341
NEG00790,L2TSF
NEG00633,120524M
NEG00634,DBL0TMY-C
NEG00635,DCL1LIGX-C
NEG00636,CL1T
NEG00637,DCL2LIGX-C
NEG00638,CL2T
NEG00639,DCL3LIGX-C
NEG00640,CL3T
NEG00641,DCL4LIGX-C
NEG00642,CL6T
NEG00643,62100249
NEG00644,62100001
NEG00645,62100244
NEG00646,62100245
NEG00647,62100247
NEG00648,62100248
NEG00649,62100251
NEG00653,70018931
NEG00663,101300005
NEG00664,101300006
NEG00665,101300007
NEG00666,101300008
NEG00667,101300009
NEG00668,101300010
NEG00669,101300013
NEG00670,101300014
NEG00671,101300019
NEG00672,101300021
NEG00673,101300022
FAB00265,FAB00265
FAB00266,FAB00266
FAB00267,FAB00267
FAB00268,FAB00268
FAB00269,FAB00269
NEG00677,102525
FAB00270,FAB00270
FAB00271,FAB00271
FAB00272,FAB00272
FAB00273,FAB00273
FAB00274,FAB00274
FAB00275,FAB00275
NEG00678,102527
FAB00276,FAB00276
FAB00277,FAB00277
NEG00682,45110
FAB00279,FAB00279
FAB00280,FAB00280
FAB00281,FAB00281
FAB00282,FAB00282
FAB00283,FAB00283
FAB00284,FAB00284
FAB00285,FAB00285
FAB00287,FAB00287
FAB00288,FAB00288
FAB00289,FAB00289
FAB00290,FAB00290
FAB00291,FAB00291
FAB00292,FAB00292
NEG00683,45210
FAB00293,FAB00293
FAB00295,FAB00295
FAB00297,FAB00297
NEG00685,F150K00R+FNX150FTDM
NEG00686,F200K00R+FNX200FTDM
NEG00687,F300K000R+FNX300FTDM
NEG00688,F300K00R+FNX300FTDM
NEG00694,303223
NEG00695,R150G00R+FNHX150RGCM
NEG00696,47135
NEG00697,40360
NEG00698,42070
NEG00699,41075
NEG00700,42170
NEG00701,40770
NEG00702,42275
NEG00703,40234
NEG00704,40175
NEG00707,42377
NEG00708,44320
NEG00709,44300
NEG00711,11030+2X11463
NEG00712,12030+2X12463
NEG00713,14040+2X14463
NEG00724,U100K00R+FNX100KCCM
NEG00726,U150K00R+FNX150KCCM
NEG00727,U200K00R+FNX200KCCM
NEG00730,R100G10R+FNHX100RGCM
NEG00731,R100G10R+FNX100RGDM
NEG00732,R200G00R+FNHX200RGCM
NEG00733,SELFK+FNX100KCCM
NEG01761,7120100023011
NEG01762,7120125023011
NEG01763,7120140023011
NEG01764,7120150023011
NEG01765,7120200023011
NEG01766,7120100013011
NEG01767,7120125013011
NEG01768,7120140013011
NEG01769,7120050013011
NEG01770,7120065013011
NEG01771,7120080013011
NEG01772,7120050063011
NEG01773,7120065063011
NEG01774,7120080063011
NEG01775,7120100063011
NEG01776,7120125063011
NEG01777,7120140063011
NEG01778,7120150063011
NEG01779,7120200063011
NEG01780,7120100043011
NEG01781,7120125043011
NEG01782,7120140043011
NEG01783,7120150043011
NEG01784,7120200043011
NEG01785,7120050043011
NEG01786,7120065043011
NEG01787,7120080043011
NEG01790,30988
NEG01791,70018014
NEG01792,70018017
NEG01793,70017985
NEG01794,70017988
NEG01795,70018008
NEG01796,70018038
NEG01797,70017965
NEG01799,TJB15CD
NEG01800,TJB20CD
NEG01801,TJB15CE
NEG01802,TJB12CB
NEG01803,TJB15CB
NEG01804,KTM11CD
NEG01805,KTM12CD
NEG01806,KZM14CD
NEG01807,KZM16CD
NEG01808,KZM20CD
NEG01809,KZM22CD
NEG01810,KZL63CD
NEG01811,KTL75CD
NEG01812,KTL90CD
NEG01813,KTM11CA
NEG01814,KTM12CA
NEG01815,KZM14CA
NEG01816,KZM16CA
NEG01817,KZM20CA
NEG01818,KZM22CA
NEG01819,KZL63CA
NEG01820,KTL75CA
NEG01821,KTL90CA
NEG01822,KTM11CB
NEG01823,KTM12CB
NEG01824,KZM14CB
NEG01825,KZM16CB
NEG01826,KZM20CB
NEG01827,KZM22CB
NEG01828,KZL63CB
NEG01829,KTL75CB
NEG07855,61630450
NEG07856,SC260/DP/M/2520
NEG07052,554798 01
NEG07054,1370052
NEG07051,847770
NEG07053,PS01F109MR
NEG13196,HSSR163020F + HSSDM2
NEG07056,CCBR30BFX51
NEG07057,CCBR30BFEPL51
NEG07889,DP-20
NEG07890,MR2-67-74
NEG07891,MR2-114-124
NEG07892,MR2-98-108
NEG07893,MR2-140-150
NEG07894,MR2-167-177
NEG07895,MR2-219-228
NEG07896,RGTLT-6039
NEG07897,RGTLT-6049
NEG07898,RGTLT-6063
NEG07899,RGTLT-6078
NEG07900,RGTLT-6087
NEG07901,RGTLT-6100
NEG07902,RGTLT-6117
NEG07903,RGTLT-6138
NEG07904,RGTLT-6152
NEG07905,RGTLT-6172
NEG07906,RGTLT-6198
CMP00406,"BADEX PK, Ø 10.00 mm"
NEG02102,20035926
NEG02103,20051573
NEG02104,20051575
NEG02105,3024570
NEG02106,3024572
NEG02107,3024576
NEG02108,20035846
NEG02109,3024566
NEG02110,3024724
NEG02111,3024728
NEG02112,3024727
NEG02113,3024726
NEG02118,3026028
NEG02119,3001331
NEG02120,SRBCLF45140
NEG02121,3001341
NEG02122,3001347
NEG02123,4000901
NEG02124,4000919
NEG02125,SRBCLF45032
NEG02126,SRBCLF45040
NEG02127,SRBCLF45050
NEG02128,SRBCLF45063
NEG02129,SRBCLF45080
NEG02130,3026030
NEG02132,3026022
NEG02135,3001332
NEG02136,3001342
NEG02137,3001348
NEG02138,4000902
NEG02139,4000910
NEG02140,BF188
NEG02141,BH188
NEG02142,4000921
NEG02143,BJ188
NEG02144,SRBCLF87063
NEG02146,3025771
NEG02149,3009540
NEG02150,3024776
NEG02151,3024772
NEG02152,20034924
NEG02153,20034926
NEG02154,SRBCLM45080
NEG02156,3026007
NEG02160,20035847
NEG02161,3024775
NEG02162,3092840
NEG02163,3021212
NEG02164,4000890
FAB00396,FAB00396
FAB00400,FAB00400
FAB00407,FAB00407
FAB00409,FAB00409
FAB00414,FAB00414
FAB00415,FAB00415
FAB00417,FAB00417
FAB00423,FAB00423
FAB00426,FAB00426
FAB00430,FAB00430
FAB00433,FAB00433
FAB00434,FAB00434
FAB00435,FAB00435
FAB00436,FAB00436
FAB00437,FAB00437
FAB00438,FAB00438
FAB00439,FAB00439
FAB00443,FAB00443
FAB00445,FAB00445
FAB00446,FAB00446
FAB00449,FAB00449
FAB00450,FAB00450
FAB00451,FAB00451
FAB00453,FAB00453
FAB00456,FAB00456
FAB00457,FAB00457
FAB00461,FAB00461
FAB00462,FAB00462
FAB00472,FAB00472
FAB00477,FAB00477
FAB00481,FAB00481
FAB00485,FAB00485
FAB00489,FAB00489
FAB00490,FAB00490
FAB00494,FAB00494
FAB00495,FAB00495
FAB00496,FAB00496
FAB00497,FAB00497
FAB00500,FAB00500
FAB00501,FAB00501
FAB00515,FAB00515
FAB00516,FAB00516
FAB00517,FAB00517
FAB00518,FAB00518
FAB00519,FAB00519
FAB00520,FAB00520
FAB00521,FAB00521
FAB00522,FAB00522
FAB00523,FAB00523
FAB00525,FAB00525
FAB00526,FAB00526
FAB00528,FAB00528
FAB00529,FAB00529
FAB00530,FAB00530
FAB00531,FAB00531
FAB00533,FAB00533
FAB00534,FAB00534
FAB00535,FAB00535
FAB00537,FAB00537
FAB00538,FAB00538
FAB00539,FAB00539
FAB00540,FAB00540
FAB00542,FAB00542
FAB00543,FAB00543
FAB00545,FAB00545
FAB00546,FAB00546
FAB00547,FAB00547
FAB00548,FAB00548
FAB00549,FAB00549
FAB00550,FAB00550
FAB00551,FAB00551
FAB00552,FAB00552
FAB00553,FAB00553
FAB00554,FAB00554
FAB00555,FAB00555
FAB00556,FAB00556
FAB00558,FAB00558
FAB00559,FAB00559
FAB00560,FAB00560
FAB00562,FAB00562
FAB00563,FAB00563
FAB00564,FAB00564
FAB00566,FAB00566
FAB00567,FAB00567
FAB00570,FAB00570
FAB00573,FAB00573
FAB00575,FAB00575
NEG01158,88.55300
NEG01159,88.40300
NEG01160,88.55300I
NEG01161,88.40300I
NEG01162,88.5532
NEG01163,88.4032I
NEG01164,88.4032
NEG01165,88.5540
NEG01166,88.5540I
NEG01167,88.4040
NEG01168,88.4040I
NEG01169,88.5550
NEG01170,88.5550I
NEG01171,88.4050
NEG01172,88.4050I
NEG01173,88.5565
NEG01174,88.5565I
NEG01175,88.4065
NEG01176,88.4065I
NEG01177,88.5580
NEG01178,88.4080
NEG01179,88.4080I
NEG01180,88.5580I
NEG01181,89.55100
NEG01182,89.40100
NEG01183,89.55125
NEG01184,89.40125
NEG01185,89.55150
NEG01186,89.40150
NEG01187,89.40175
NEG01188,89.55200
NEG01189,89.40200
NEG01190,89.40250
NEG01191,89.40300
NEG01192,89.4032
NEG01193,89.5540
NEG01194,89.4040
NEG01195,89.5550
NEG01196,89.4050
NEG01197,89.5565
NEG01198,89.4065
NEG01199,89.5580
NEG01200,89.4080
NEG01202,9189.10032I
NEG01204,9189.6525
NEG01206,9189.6532
NEG01243,389.100I
NEG01244,389.150I
NEG01247,389.80I
NEG01248,389.100
NEG01249,389.125
NEG01250,389.150
NEG01251,389.175
NEG01252,389.200
NEG01253,389.250
NEG01254,389.300
NEG01255,389.40
NEG01256,389.50
NEG01257,389.65
NEG01258,389.80
NEG01259,CPR-140GB
NEG01260,PBLPI-125
NEG01265,CPR-110GB
NEG01267,CPR-125GB
NEG01271,CPR-160GB
NEG01273,CPR-200GB
NEG01278,CPR-90GB
NEG01288,082259
NEG01289,082258
NEG01290,082261
NEG01291,082260
NEG01292,082263
NEG01293,082262
NEG01294,082265
NEG01295,082264
NEG01296,082267
NEG01297,082266
NEG01298,082269
NEG01299,082268
NEG01300,082271
NEG01301,082270
NEG01302,082273
NEG01303,082250
NEG01304,082253
NEG01305,082252
NEG01306,082255
NEG01307,082254
NEG01308,082257
NEG01309,082256
NEG01313,CS-2229
NEG01314,CS-2834
NEG01316,401702
NEG01317,401705
NEG01319,401701
NEG01321,401704
NEG01322,401703
NEG01323,560402
NEG01324,35.15
NEG01325,CE6
NEG01326,BAB10VE1ATT
NEG01327,7120104222011
NEG01328,7120102222011
NEG01329,BAB10VE1CTT
NEG01330,7120101222011
NEG01331,BAB10VE1ETT
NEG01332,7120126222011
NEG01333,BAB12VE1FTT
NEG01334,7120130222011
NEG01335,BAB12VE1ATT
NEG01336,7120128222011
NEG01337,BAB12VE1CTT
NEG01338,7120127222011
NEG01339,BAB12VE1ETT
NEG01340,7120152222011
NEG01341,BAB15VE1FTT
NEG01342,7120151222011
NEG01343,BAB15VE1GTT
NEG01344,7120156222011
NEG01345,BAB15VE1ATT
NEG01346,7120154222011
NEG01347,BAB15VE1CTT
NEG01348,7120153222011
NEG01349,BAB15VE1ETT
NEG01350,7120203222001
NEG01351,BAB20VE1FTT
NEG01352,7120202222001
NEG01353,BAB20VE1GTT
NEG01354,7120201222001
NEG01355,BAB20VE1JTT
NEG01356,7120205222001
NEG01357,7120204222001
NEG01358,BAB25VE1GTT2
NEG01359,BAB25VE1JTT2
NEG01360,BAB25VE1KTT2
NEG01361,7120256222001
NEG01362,7120255222001
NEG01363,BAB30VE1JTT2
NEG01364,BAB30VE1KTT2
NEG01365,BAB30VE1LTT2
NEG01366,BAB35VE1LTT
NEG01367,BAB35VE1MTT2
NEG01368,7120067222011
NEG01369,BAA60VE1ATT
NEG01370,7120083222011
NEG01371,BAA80VE1ATT
NEG01372,BAA80VE1BTT
NEG01373,BAA80VE1CTT
NEG01374,7120081222011
NEG01375,7120142203011
NEG01376,7120141203011
NEG01377,7120159203011
NEG01378,7120201203011
NEG01379,NEA80VE0CNN2-S00
NEG01380,520301
NEG01381,520304
NEG01382,520303
NEG01383,20053014
NEG01384,20052938
NEG01385,3025213
NEG01386,3023807
NEG11406,101149
NEG11407,101152
NEG11392,TECHNOGEO TP202
NEG11414,TD100PB
CMP00977,CMP0078200
CMP00978,CMP00978
CMP00979,CMP00979
CMP00980,CMP00980
NEG11393,TECHNOGEO TP204
NEG11416,9207.2520
NEG11417,9207.2526
FAB03677,FAB016410
NEG11419,610107
NEG11394,TECHNOGEO TP205
NEG11395,TECHNOGEO TP251
NEG11396,TECHNOGEO TP252
NEG11397,TECHNOGEO TP253
NEG11398,TECHNOGEO TP254
NEG11399,TECHNOGEO TP255
NEG11400,212053
NEG11420,0404151501MM2
NEG11423,366256
NEG11424,366257
NEG11425,366258
NEG11426,366259
NEG11401,581324
NEG11427,330051
NEG11428,349115
NEG11429,370549
NEG11430,330043
NEG11431,371357
NEG11408,122007
NEG11524,366245
NEG11694,CDPA60EFEUS
NEG11695,CDPA60EFJ11
NEG11696,CDPA60EFEPL
NEG11698,504103
NEG11699,504101
NEG11697,361002
NEG11700,504104
NEG11701,504106
NEG11702,OF060TBS20AA
MAT00114,MAT00114
NEG11703,7120065012011
CMP00981,CMP00981
FAB03678,FAB03678
NEG11463,01062090
CMP00982,CMP00982
NEG11466,BAT6
SER00088,ser00088
CMP00984,28079028
FAB03681,FAB03681
NEG11467,1067670
NEG11468,1071351
CMP00986,CMP00986
CMP00987,CMP0013800
NEG02230,102625/CO
NEG02231,102625/AR
NEG02232,102625/TA
NEG02233,102629/CV
NEG02234,102629/CO
NEG02235,102629/AR
FAB00620,FAB00620
NEG02237,201078
FAB00622,FAB00622
FAB00623,FAB00623
FAB00624,FAB00624
FAB00625,FAB00625
FAB00626,FAB00626
FAB00628,FAB00628
FAB00629,FAB00629
FAB00630,FAB00630
FAB00631,FAB00631
NEG02239,R80DR
NEG02240,20052860
NEG02241,101400060
FAB00634,FAB00634
NEG02243,420212
NEG02244,420206
NEG02245,420202
NEG02246,155640
NEG02247,155595
NEG02248,841022
NEG02249,155572
NEG02250,155536
NEG02251,841025
NEG02258,442302
NEG02259,986820
NEG02260,SDEC1000
NEG02261,6120029
SER00007,SER00007
SER00008,SER00008
NEG02263,DF200O
NEG02264,20053068
NEG02265,CAMISOL1000
NEG02266,1125098
FAB00642,FAB00642
NEG02273,401235
NEG02298,0396 802 0300
GEN00041,GEN00041
GEN00053,GEN00053
GEN00054,GEN00054
GEN00055,GEN00055
NEG02303,490301
NEG02304,2019.B15
NEG02305,2019.B20
NEG02306,2020.B30
NEG02307,2020.B15
NEG02308,2020.B20
NEG02309,2020.B25
NEG02310,2020.B40
NEG02320,10100050
NEG02322,110DPB
NEG02323,160DPB
NEG02324,200DPB
NEG02325,315DPB
NEG02326,400DPB
NEG02327,500DPB
NEG02328,55118250
NEG02330,55118400
NEG02331,SGF-DN5046808
NEG02332,55108150
NEG02334,55108200
NEG02336,55108300
NEG02338,55108400
NEG02339,05300054
NEG02340,7330200600
NEG02341,73402006PN
NEG02342,7330300600
NEG02346,55210250
NEG02348,2110000300
NEG02349,221020060N
NEG02350,221520060N
NEG02351,222020060N
NEG02352,222520060N
NEG02353,222030060N
NEG02354,222530060N
NEG02355,303420
NEG02356,05110601600
NEG02357,05125601600
NEG02358,05140601600
NEG02359,05160601600
NEG02360,05225600600
NEG02361,05250601600
NEG02362,05250600600
NEG02363,05063601600
NEG02364,05075601600
NEG02365,05090601600
NEG02366,6150321
NEG02369,9514380
NEG02370,101006
NEG02371,4032048
NEG02374,107235
NEG02375,2201116
NEG02376,2201118
NEG02377,2201120
NEG02378,2201124
NEG02379,6460116
NEG02380,6460118
NEG02381,6460120
NEG02382,6460124
NEG02383,RYB10KEBCC
NEG02384,RYB10KBBCC
NEG02385,RYA80KEBAC
NEG02386,EL-L1T
NEG01445,NSB20CE00NN2
NEG01448,NEB12CE00NN2
NEG01453,NEA60CE00NN2
NEG01455,NEA80CE00NN2
NEG01456,KXM11CA-E00
NEG01457,KXM12CA-E00
NEG01458,KXM16CA-E00
NEG01459,KXL75CA-E00
NEG01460,KXL90CA-E00
NEG01461,NSB15CA00NN2
NEG01462,NSB20CA00NN2
NEG01463,NSB25CA00NN2
NEG01466,NEB12CA00NN2
NEG01470,NEB25CA00NN2
NEG01473,NEA60CA00NN2
NEG01475,NEA80CA00NN2
NEG01476,49054025
NEG01477,49054032
NEG01478,KXM11CB-E00
NEG01479,KXM12CB-E00
NEG01480,KXM16CB-E00
NEG01481,KXL75CB-E00
NEG01482,KXL90CB-E00
NEG01483,NSB15CB00NN2
NEG01484,NSB20CB00NN2
NEG01485,NSB25CB00NN2
NEG01489,NEB10CB00NN2
NEG01491,NEB12CB00NN2
NEG13202,HERM-02
NEG13203,HERM-06
NEG13208,HERM-05
FAB05137,FAB05137
FAB05138,FAB05138
FAB05139,FAB05139
FAB05135,FAB05135
FAB05136,FAB05136
NEG13223,018480
NEG01497,NEA60CB00NN2
NEG01499,NEA80CB00NN2
NEG01501,5450125
NEG01502,HIV125
NEG01503,5450140
NEG01505,5450200
NEG01506,545040
NEG01507,545050
NEG01508,545063
NEG01509,SGY1063
NEG01511,8009.26
NEG01512,8009.15
NEG01513,8009.20
NEG01515,505040
NEG01516,505050
NEG01519,1005025
NEG01520,1005032
NEG01521,1005040
NEG01522,108502507
NEG01523,3054212
NEG01524,20046622
NEG01525,20046623
NEG01526,20046624
NEG01527,20046625
NEG01528,20027347
NEG01529,20027351
NEG01530,20027355
NEG01531,20027369
NEG01532,20027373
NEG01533,20038954
NEG01534,20038956
NEG01535,20052472
NEG01536,KXM16CD-E06
NEG01537,KXM16CE-E06
NEG01538,KXM16CB-E06
NEG01540,3024554
NEG01541,20035905
NEG01542,3024558
NEG01543,20051530
NEG01544,20052218
NEG01545,3024555
NEG01546,20035906
NEG01547,3024559
NEG01548,20051531
NEG01549,20052222
NEG01550,3087779
NEG01551,20035907
NEG01552,3024560
NEG01553,20035910
NEG01554,3024562
NEG01555,20035912
NEG01556,3024557
NEG01557,20035908
NEG01559,20035911
NEG01560,3024563
NEG01561,20035913
NEG01563,3024546
NEG01564,20051527
NEG01565,3024550
NEG01566,20051528
NEG01567,3024730
NEG01568,3024694
NEG01569,3024693
NEG01571,3024547
NEG01572,20035898
NEG01573,3024551
NEG01574,20051529
NEG01575,3024729
NEG01576,3024692
NEG01577,3024691
NEG01579,3087778
NEG01580,20035900
NEG01581,3024552
NEG01582,20035903
NEG01583,3024731
NEG01584,3024690
NEG01585,20051935
NEG01586,3024689
NEG01587,3024781
NEG01588,3024549
NEG01589,20035901
NEG01590,3024553
NEG01591,20035904
NEG01592,3024688
NEG01593,3024687
NEG01594,9203451100
NEG01595,9203901100
NEG01596,572250
NEG01597,573320
NEG01599,61208850
NEG01600,61209050
NEG01601,61208950
NEG01602,61614020
NEG01603,61626320
NEG01607,61527520
NEG01608,61568720
NEG01609,61668720
NEG01610,61209220
NEG01613,61209820
NEG01614,61210020
NEG01617,61210720
NEG01619,61527620
NEG01620,61209120
NEG01621,61209320
NEG01625,61210120
NEG01627,3001300
NEG01628,3001304
NEG01629,20034902
NEG01630,20034904
NEG01631,20034906
NEG01634,3025724
NEG01636,20035832
NEG01637,20035841
NEG01638,20034903
NEG01639,20034905
NEG01640,20034907
NEG01643,CT44GTS
NEG01646,20035833
NEG01647,SGY1140
NEG01648,5450160
NEG01649,20035835
NEG01650,20035837
NEG01651,20035839
NEG01652,20022892
NEG01653,SGY1032
NEG01654,3026067
NEG01655,SRBCOF45040
FAB00342,FAB00342
NEG00791,L3CAF
FAB00343,FAB00343
FAB00344,FAB00344
NEG00792,CTL3T
FAB00345,FAB00345
NEG00793,L3TSF
FAB00346,FAB00346
FAB00347,FAB00347
FAB00348,FAB00348
FAB00349,FAB00349
NEG00795,L5TSF
NEG00797,621209
NEG00798,VVM10A
NEG00799,VVM10S
NEG00800,CC10M
NEG00801,CC10SM
NEG00802,CC12M
NEG00803,VVM16A
NEG00804,3025510
NEG00805,522807
NEG00806,CO102SIR01
NEG00807,CO102SIR02
NEG00808,18468094479
NEG00809,18468094493
NEG00810,18468094516
NEG00811,18468094530
NEG00812,44209681080
NEG00813,44209681103
NEG00814,44209681127
NEG00815,44209681141
NEG00816,44209681165
NEG00817,44209681172
NEG00821,460603
NEG00826,CHEVR1C
NEG00831,9
NEG00843,447451
NEG00844,5140LC
NEG00845,447478
NEG00846,2040LC
NEG00847,61093967
NEG00848,7500LB
NEG00849,2920020063
NEG00850,381106
NEG00851,ABINCHG-120
NEG00852,1100.315B
NEG00853,1100.315CS
NEG00854,1916.152E
NEG00855,1916.15BE
NEG00856,1916.20BE
NEG00857,1916.15
NEG00858,1916.20
NEG00859,1916.30
NEG00860,1916.40
NEG00861,53050351007
NEG00862,53065351007
NEG00863,53080351007
NEG00864,517DPB-26
NEG00865,310 15L58PP
NEG00866,310 20L80PP
NEG00867,515CPB-20
NEG00868,517DPB-20
NEG00874,520DPE-2520-M
NEG00876,211600
NEG00878,72125
NEG00879,RCB10FACHM
NEG00880,RCB15FACHM
NEG00881,5000/160
NEG00882,76100
NEG00883,71125
NEG00884,71150
NEG00885,71200
NEG00886,RCA65FMCF
FAB00350,FAB00350
FAB00351,FAB00351
NEG00887,EF125N
FAB00352,FAB00352
NEG00888,EF150N
FAB00353,FAB00353
NEG00889,EF200N
FAB00354,FAB00354
FAB00355,FAB00355
FAB00356,FAB00356
FAB00357,FAB00357
FAB00358,FAB00358
NEG00890,PIF100
NEG00891,PIF125
NEG00892,PIF160
NEG00893,PIF200
NEG00894,PIF250
NEG00895,PIF315
NEG00896,PIF400
NEG00897,149B2112
NEG00898,149B1501
NEG00899,149B14390
NEG00900,149B14495
NEG00901,149B14529
NEG00902,1956.152G
NEG00903,MULTI200N-PFF
NEG00904,MULTI315N-PFF
NEG00905,1936.15DS
NEG00906,1916.152B
NEG00907,1916.202B
NEG00908,1916.252B
NEG00909,1916.302B
NEG00910,1916.402B
NEG00911,1916.152D
NEG00912,1916.202D
NEG00918,linkedin
NEG00919,2035.DV15C
NEG00920,101440
NEG00921,10990004P
NEG00922,10990002P
NEG00923,61324600
NEG00926,7815000021
NEG00927,87.150
NEG00928,986970
NEG00929,87.100
NEG00931,87.200
NEG00932,986971
NEG00933,61325000
NEG00934,514827
NEG00935,C17
NEG00936,90702400
NEG00937,90704700
NEG00938,8076
NEG00939,2000.C2532R
NEG00940,3022273
NEG00941,FAGEWINDES
NEG00942,9514049
NEG00943,985188
NEG00944,985195
NEG00945,987075
NEG00947,20051578
NEG00948,20051579
NEG00951,9108100800
NEG00952,9108101000
NEG00953,20051399
NEG00954,20051400
NEG00955,20051401
NEG00956,20051402
NEG00957,20051403
NEG00960,1727707
NEG00961,041507300
NEG00962,040507000
NEG00963,040807300
NEG00964,0294.192
NEG00965,CFH10BP225
NEG00966,14009001
NEG00967,CFH1502CCC
NEG00968,CFH1001CCC
NEG00969,CFH2001CCC
NEG00970,CCE2520-110-20
NEG00972,9021075
NEG00973,56207
NEG00976,SPOT1000
NEG00980,6140216
NEG00981,6140215
NEG00982,6302452
NEG00984,9021125
NEG00988,9021063
NEG00990,70204051
NEG00991,70205051
NEG00992,70206351
NEG00993,70207551
NEG00994,70209051
NEG01656,20034910
NEG01657,3026066
NEG01659,SRBCOF45050
NEG01660,3025891
NEG01661,SRBCOF45063
NEG01663,SRBCOF45080
NEG01664,3003132
NEG01665,HIC90
NEG01668,SRBCOF67032
NEG01669,SRBCOF67040
NEG01670,SRBCOF67050
NEG01671,CL66
NEG01672,SRBCOF67080
NEG01673,3026053
NEG01676,CT88GTS
NEG01677,20035834
NEG01678,SRBCOF87140
NEG01679,20035836
NEG01680,20035838
NEG01681,SRBCOF87032
NEG01682,SRBCOF87040
NEG01683,SRBCOF87050
NEG01684,SRBCOF87063
NEG01686,SRBCOF97090
NEG01687,3026202
NEG01690,3026055
NEG01691,3026054
NEG01693,3025890
NEG01694,3003133
NEG01695,GIC90
NEG01697,7120100022011
NEG01698,BAB10CD10TT
NEG01699,7120125022011
NEG01700,BAB12CD10TT
NEG01701,7120150022011
NEG01702,BAB15CD10TT
NEG01703,BAB20CD10TT
NEG01704,BAB25CD10TT2
NEG01705,BAB30CD10TT2
NEG01706,BAA40CD10TT
NEG01707,BAA60CD10TT
NEG01708,7120080022011
NEG01709,BAA80CD10TT
NEG01710,7120065022011
NEG01711,7120100012011
NEG01712,BAB10CE10TT
NEG01713,7120125012011
NEG01714,BAB12CE10TT
NEG01715,7120150012011
NEG01716,BAB15CE10TT
NEG01717,BAB20CE10TT
NEG01718,neg01718
NEG01719,BAA60CE10TT
NEG01720,BAA80CE10TT
NEG01721,7120100062011
NEG01722,BAB10CA10TT
NEG01723,7120125062011
NEG01724,BAB12CA10TT
NEG01725,7120150062011
NEG01726,BAB15CA10TT
NEG01727,BAB20CA10TT
NEG01728,7120250062011
NEG01729,BAB25CA10TT2
NEG01730,BAB30CA10TT2
NEG01732,BAA60CA10TT
NEG01733,BAA80CA10TT
NEG01734,BAB10CF10TT
NEG01735,BAB12CF10TT
NEG01736,BAB15CF10TT
NEG01737,BAB20CF10TT
NEG01738,BAB25CF10TT2
NEG01739,BAA40CF10TT
NEG01740,BAA60CF10TT
NEG01741,BAA80CF10TT
NEG01742,BAA40CB10TT
NEG01743,7120100042011
NEG01744,BAB10CB10TT
NEG01745,7120125042011
NEG01746,BAB12CB10TT
NEG01747,7120150042011
NEG01748,BAB15CB10TT
NEG01749,7120200042001
NEG01750,BAB20CB10TT
NEG01751,BAB25CB10TT2
